subject,imtype,region,category,sequence,signal_change
R3861,local,ppa_31_left,face,same,0.373
R3861,local,ppa_31_left,face,diff,0.09511
R3861,local,ppa_31_left,house,same,0.3302
R3861,local,ppa_31_left,house,diff,0.5432
R3861,local,ppa_31_right,face,same,0.4444
R3861,local,ppa_31_right,face,diff,0.1844
R3861,local,ppa_31_right,house,same,0.4663
R3861,local,ppa_31_right,house,diff,0.7312
R3861,local,ppa_38_bilat,face,same,0.5009
R3861,local,ppa_38_bilat,face,diff,0.2183
R3861,local,ppa_38_bilat,house,same,0.4973
R3861,local,ppa_38_bilat,house,diff,0.7866
R3861,local,ppa_38_left,face,same,0.4609
R3861,local,ppa_38_left,face,diff,0.1396
R3861,local,ppa_38_left,house,same,0.4141
R3861,local,ppa_38_left,house,diff,0.6736
R3861,local,ppa_38_right,face,same,0.5363
R3861,local,ppa_38_right,face,diff,0.288
R3861,local,ppa_38_right,house,same,0.5709
R3861,local,ppa_38_right,house,diff,0.8865
R3861,local,ppa_left_100,face,same,0.3623
R3861,local,ppa_left_100,face,diff,0.1099
R3861,local,ppa_left_100,house,same,0.3843
R3861,local,ppa_left_100,house,diff,0.6471
R3861,local,ppa_left_150,face,same,0.3499
R3861,local,ppa_left_150,face,diff,0.09828
R3861,local,ppa_left_150,house,same,0.3687
R3861,local,ppa_left_150,house,diff,0.6135
R3861,local,ppa_left_23,face,same,0.2528
R3861,local,ppa_left_23,face,diff,0.03288
R3861,local,ppa_left_23,house,same,0.2498
R3861,local,ppa_left_23,house,diff,0.4194
R3861,local,ppa_left_31,face,same,0.2901
R3861,local,ppa_left_31,face,diff,0.05802
R3861,local,ppa_left_31,house,same,0.2899
R3861,local,ppa_left_31,house,diff,0.4828
R3861,local,ppa_left_50,face,same,0.3353
R3861,local,ppa_left_50,face,diff,0.09912
R3861,local,ppa_left_50,house,same,0.3835
R3861,local,ppa_left_50,house,diff,0.6549
R3861,local,ppa_right_100,face,same,0.5973
R3861,local,ppa_right_100,face,diff,0.3767
R3861,local,ppa_right_100,house,same,0.6485
R3861,local,ppa_right_100,house,diff,1.02
R3861,local,ppa_right_150,face,same,0.5912
R3861,local,ppa_right_150,face,diff,0.3745
R3861,local,ppa_right_150,house,same,0.6438
R3861,local,ppa_right_150,house,diff,0.9944
R3861,local,ppa_right_23,face,same,0.3292
R3861,local,ppa_right_23,face,diff,0.1777
R3861,local,ppa_right_23,house,same,0.398
R3861,local,ppa_right_23,house,diff,0.5768
R3861,local,ppa_right_31,face,same,0.4158
R3861,local,ppa_right_31,face,diff,0.2407
R3861,local,ppa_right_31,house,same,0.4738
R3861,local,ppa_right_31,house,diff,0.6941
R3861,local,ppa_right_50,face,same,0.5527
R3861,local,ppa_right_50,face,diff,0.364
R3861,local,ppa_right_50,house,same,0.6052
R3861,local,ppa_right_50,house,diff,0.9737
R3861,local,psts_24_bilat,face,same,0.1907
R3861,local,psts_24_bilat,face,diff,-0.02993
R3861,local,psts_24_bilat,house,same,0.09676
R3861,local,psts_24_bilat,house,diff,0.1137
R3861,local,psts_left_100,face,same,0.281
R3861,local,psts_left_100,face,diff,-0.153
R3861,local,psts_left_100,house,same,-0.002413
R3861,local,psts_left_100,house,diff,0.08501
R3861,local,psts_right_100,face,same,0.5236
R3861,local,psts_right_100,face,diff,0.2581
R3861,local,psts_right_100,house,same,0.2985
R3861,local,psts_right_100,house,diff,0.4673
R3861,local,rsc_24_bilat,face,same,-0.1095
R3861,local,rsc_24_bilat,face,diff,-0.1265
R3861,local,rsc_24_bilat,house,same,-0.000569
R3861,local,rsc_24_bilat,house,diff,-0.03944
R3861,local,ventral_stream,face,same,0.3486
R3861,local,ventral_stream,face,diff,0.1138
R3861,local,ventral_stream,house,same,0.3351
R3861,local,ventral_stream,house,diff,0.4916
R3861,local,ventral_stream_sub_V1V4,face,same,0.2897
R3861,local,ventral_stream_sub_V1V4,face,diff,0.07451
R3861,local,ventral_stream_sub_V1V4,house,same,0.2541
R3861,local,ventral_stream_sub_V1V4,house,diff,0.3941
R3861,intact,IPS0,face,same,-0.1656
R3861,intact,IPS0,face,diff,-0.03456
R3861,intact,IPS0,house,same,-0.2306
R3861,intact,IPS0,house,diff,0.2004
R3861,intact,IPS1,face,same,0.04992
R3861,intact,IPS1,face,diff,0.1323
R3861,intact,IPS1,house,same,-0.004445
R3861,intact,IPS1,house,diff,0.3554
R3861,intact,IPS2,face,same,-0.08922
R3861,intact,IPS2,face,diff,-0.05044
R3861,intact,IPS2,house,same,-0.1595
R3861,intact,IPS2,house,diff,0.1197
R3861,intact,IPS3,face,same,-0.1039
R3861,intact,IPS3,face,diff,0.04752
R3861,intact,IPS3,house,same,0.02648
R3861,intact,IPS3,house,diff,0.2185
R3861,intact,IPS4,face,same,-0.1578
R3861,intact,IPS4,face,diff,-0.0021
R3861,intact,IPS4,house,same,0.003296
R3861,intact,IPS4,house,diff,0.1351
R3861,intact,IPS5,face,same,-0.002682
R3861,intact,IPS5,face,diff,0.1266
R3861,intact,IPS5,house,same,0.08857
R3861,intact,IPS5,house,diff,0.196
R3861,intact,LO1,face,same,0.6861
R3861,intact,LO1,face,diff,0.8196
R3861,intact,LO1,house,same,0.9336
R3861,intact,LO1,house,diff,1.36
R3861,intact,LO2,face,same,0.08649
R3861,intact,LO2,face,diff,0.3318
R3861,intact,LO2,house,same,0.5501
R3861,intact,LO2,house,diff,1.075
R3861,intact,MST,face,same,-0.1367
R3861,intact,MST,face,diff,0.01875
R3861,intact,MST,house,same,-0.04595
R3861,intact,MST,house,diff,0.02685
R3861,intact,PHC1,face,same,-0.07183
R3861,intact,PHC1,face,diff,-0.003593
R3861,intact,PHC1,house,same,0.1161
R3861,intact,PHC1,house,diff,0.3183
R3861,intact,PHC2,face,same,-0.25
R3861,intact,PHC2,face,diff,-0.1619
R3861,intact,PHC2,house,same,-0.007521
R3861,intact,PHC2,house,diff,0.1135
R3861,intact,SPL1,face,same,-0.1749
R3861,intact,SPL1,face,diff,-0.05736
R3861,intact,SPL1,house,same,-0.0448
R3861,intact,SPL1,house,diff,0.2735
R3861,intact,V1,face,same,0.2089
R3861,intact,V1,face,diff,0.3871
R3861,intact,V1,house,same,0.07721
R3861,intact,V1,house,diff,0.3847
R3861,intact,V1-V3,face,same,0.3987
R3861,intact,V1-V3,face,diff,0.5537
R3861,intact,V1-V3,house,same,0.3708
R3861,intact,V1-V3,house,diff,0.7196
R3861,intact,V1-V4,face,same,0.3945
R3861,intact,V1-V4,face,diff,0.5484
R3861,intact,V1-V4,house,same,0.3781
R3861,intact,V1-V4,house,diff,0.7133
R3861,intact,V1d,face,same,0.1999
R3861,intact,V1d,face,diff,0.3704
R3861,intact,V1d,house,same,0.08231
R3861,intact,V1d,house,diff,0.3454
R3861,intact,V1v,face,same,0.1745
R3861,intact,V1v,face,diff,0.3412
R3861,intact,V1v,house,same,0.06769
R3861,intact,V1v,house,diff,0.3939
R3861,intact,V2,face,same,0.44
R3861,intact,V2,face,diff,0.6068
R3861,intact,V2,house,same,0.3053
R3861,intact,V2,house,diff,0.6617
R3861,intact,V2d,face,same,0.3309
R3861,intact,V2d,face,diff,0.5311
R3861,intact,V2d,house,same,0.1336
R3861,intact,V2d,house,diff,0.5082
R3861,intact,V2v,face,same,0.5453
R3861,intact,V2v,face,diff,0.6799
R3861,intact,V2v,house,same,0.4709
R3861,intact,V2v,house,diff,0.8098
R3861,intact,V3,face,same,0.4124
R3861,intact,V3,face,diff,0.4989
R3861,intact,V3,house,same,0.5845
R3861,intact,V3,house,diff,0.9319
R3861,intact,V3a,face,same,-0.06238
R3861,intact,V3a,face,diff,-0.01589
R3861,intact,V3a,house,same,-0.03099
R3861,intact,V3a,house,diff,0.4157
R3861,intact,V3b,face,same,0.4157
R3861,intact,V3b,face,diff,0.4824
R3861,intact,V3b,house,same,0.5412
R3861,intact,V3b,house,diff,0.9376
R3861,intact,V3d,face,same,0.4939
R3861,intact,V3d,face,diff,0.5813
R3861,intact,V3d,house,same,0.7174
R3861,intact,V3d,house,diff,1.177
R3861,intact,V3v,face,same,0.3238
R3861,intact,V3v,face,diff,0.4093
R3861,intact,V3v,house,same,0.44
R3861,intact,V3v,house,diff,0.665
R3861,intact,VO1,face,same,0.01376
R3861,intact,VO1,face,diff,0.1398
R3861,intact,VO1,house,same,0.1767
R3861,intact,VO1,house,diff,0.3558
R3861,intact,VO2,face,same,0.04626
R3861,intact,VO2,face,diff,0.1459
R3861,intact,VO2,house,same,0.1433
R3861,intact,VO2,house,diff,0.3612
R3861,intact,all_regions,face,same,0.267
R3861,intact,all_regions,face,diff,0.3961
R3861,intact,all_regions,house,same,0.2893
R3861,intact,all_regions,house,diff,0.6312
R3861,intact,ffa_24_bilat,face,same,0.3116
R3861,intact,ffa_24_bilat,face,diff,0.5608
R3861,intact,ffa_24_bilat,house,same,0.2456
R3861,intact,ffa_24_bilat,house,diff,0.4014
R3861,intact,ffa_24_left,face,same,0.2274
R3861,intact,ffa_24_left,face,diff,0.3875
R3861,intact,ffa_24_left,house,same,0.1497
R3861,intact,ffa_24_left,house,diff,0.3036
R3861,intact,ffa_24_right,face,same,0.4008
R3861,intact,ffa_24_right,face,diff,0.7442
R3861,intact,ffa_24_right,house,same,0.3472
R3861,intact,ffa_24_right,house,diff,0.505
R3861,intact,ffa_31_bilat,face,same,0.4272
R3861,intact,ffa_31_bilat,face,diff,0.7035
R3861,intact,ffa_31_bilat,house,same,0.3374
R3861,intact,ffa_31_bilat,house,diff,0.5132
R3861,intact,ffa_31_left,face,same,0.3014
R3861,intact,ffa_31_left,face,diff,0.4766
R3861,intact,ffa_31_left,house,same,0.1981
R3861,intact,ffa_31_left,house,diff,0.3648
R3861,intact,ffa_31_right,face,same,0.5372
R3861,intact,ffa_31_right,face,diff,0.9019
R3861,intact,ffa_31_right,house,same,0.4593
R3861,intact,ffa_31_right,house,diff,0.643
R3861,intact,ffa_38_bilat,face,same,0.6155
R3861,intact,ffa_38_bilat,face,diff,0.9606
R3861,intact,ffa_38_bilat,house,same,0.5182
R3861,intact,ffa_38_bilat,house,diff,0.7243
R3861,intact,ffa_38_left,face,same,-0.2332
R3861,intact,ffa_38_left,face,diff,-0.254
R3861,intact,ffa_38_left,house,same,-0.1976
R3861,intact,ffa_38_left,house,diff,-0.1244
R3861,intact,ffa_38_right,face,same,0.6405
R3861,intact,ffa_38_right,face,diff,0.9963
R3861,intact,ffa_38_right,house,same,0.5392
R3861,intact,ffa_38_right,house,diff,0.7492
R3861,intact,ffa_left_100,face,same,0.2835
R3861,intact,ffa_left_100,face,diff,0.4179
R3861,intact,ffa_left_100,house,same,0.0122
R3861,intact,ffa_left_100,house,diff,0.2147
R3861,intact,ffa_left_150,face,same,0.2835
R3861,intact,ffa_left_150,face,diff,0.4179
R3861,intact,ffa_left_150,house,same,0.0122
R3861,intact,ffa_left_150,house,diff,0.2147
R3861,intact,ffa_left_23,face,same,0.2835
R3861,intact,ffa_left_23,face,diff,0.4179
R3861,intact,ffa_left_23,house,same,0.0122
R3861,intact,ffa_left_23,house,diff,0.2147
R3861,intact,ffa_left_31,face,same,0.2355
R3861,intact,ffa_left_31,face,diff,0.3324
R3861,intact,ffa_left_31,house,same,-0.03576
R3861,intact,ffa_left_31,house,diff,0.1493
R3861,intact,ffa_left_50,face,same,0.2447
R3861,intact,ffa_left_50,face,diff,0.3524
R3861,intact,ffa_left_50,house,same,-0.02852
R3861,intact,ffa_left_50,house,diff,0.1629
R3861,intact,ffa_right_100,face,same,0.7624
R3861,intact,ffa_right_100,face,diff,1.117
R3861,intact,ffa_right_100,house,same,0.2933
R3861,intact,ffa_right_100,house,diff,0.5459
R3861,intact,ffa_right_150,face,same,0.7624
R3861,intact,ffa_right_150,face,diff,1.117
R3861,intact,ffa_right_150,house,same,0.2933
R3861,intact,ffa_right_150,house,diff,0.5459
R3861,intact,ffa_right_23,face,same,0.7624
R3861,intact,ffa_right_23,face,diff,1.117
R3861,intact,ffa_right_23,house,same,0.2933
R3861,intact,ffa_right_23,house,diff,0.5459
R3861,intact,ffa_right_31,face,same,0.8951
R3861,intact,ffa_right_31,face,diff,1.299
R3861,intact,ffa_right_31,house,same,0.2743
R3861,intact,ffa_right_31,house,diff,0.565
R3861,intact,ffa_right_50,face,same,0.8706
R3861,intact,ffa_right_50,face,diff,1.269
R3861,intact,ffa_right_50,house,same,0.2677
R3861,intact,ffa_right_50,house,diff,0.5499
R3861,intact,hMT,face,same,0.06112
R3861,intact,hMT,face,diff,0.2406
R3861,intact,hMT,house,same,0.0753
R3861,intact,hMT,house,diff,0.5085
R3861,intact,hV4,face,same,0.3837
R3861,intact,hV4,face,diff,0.5241
R3861,intact,hV4,house,same,0.4806
R3861,intact,hV4,house,diff,0.6594
R3861,intact,ofa_24_bilat,face,same,0.2378
R3861,intact,ofa_24_bilat,face,diff,0.3592
R3861,intact,ofa_24_bilat,house,same,-0.01058
R3861,intact,ofa_24_bilat,house,diff,0.1455
R3861,intact,ofa_left_100,face,same,1.237
R3861,intact,ofa_left_100,face,diff,1.469
R3861,intact,ofa_left_100,house,same,0.7916
R3861,intact,ofa_left_100,house,diff,1.05
R3861,intact,ofa_right_100,face,same,1.379
R3861,intact,ofa_right_100,face,diff,1.943
R3861,intact,ofa_right_100,house,same,0.7059
R3861,intact,ofa_right_100,house,diff,1.174
R3861,intact,opa_24_bilat,face,same,0.3589
R3861,intact,opa_24_bilat,face,diff,0.4661
R3861,intact,opa_24_bilat,house,same,0.5334
R3861,intact,opa_24_bilat,house,diff,0.7756
R3861,intact,opa_left_100,face,same,0.7852
R3861,intact,opa_left_100,face,diff,1.059
R3861,intact,opa_left_100,house,same,1.651
R3861,intact,opa_left_100,house,diff,2.235
R3861,intact,opa_right_100,face,same,0.1187
R3861,intact,opa_right_100,face,diff,0.3058
R3861,intact,opa_right_100,house,same,0.6346
R3861,intact,opa_right_100,house,diff,1.013
R3861,intact,ppa_24_bilat,face,same,0.0548
R3861,intact,ppa_24_bilat,face,diff,0.2359
R3861,intact,ppa_24_bilat,house,same,0.3196
R3861,intact,ppa_24_bilat,house,diff,0.6389
R3861,intact,ppa_24_left,face,same,0.05113
R3861,intact,ppa_24_left,face,diff,0.2174
R3861,intact,ppa_24_left,house,same,0.3371
R3861,intact,ppa_24_left,house,diff,0.592
R3861,intact,ppa_24_right,face,same,0.05849
R3861,intact,ppa_24_right,face,diff,0.2545
R3861,intact,ppa_24_right,house,same,0.3019
R3861,intact,ppa_24_right,house,diff,0.6862
R3861,intact,ppa_31_bilat,face,same,0.07754
R3861,intact,ppa_31_bilat,face,diff,0.2719
R3861,intact,ppa_31_bilat,house,same,0.4143
R3861,intact,ppa_31_bilat,house,diff,0.7633
R3861,intact,ppa_31_left,face,same,0.0818
R3861,intact,ppa_31_left,face,diff,0.2585
R3861,intact,ppa_31_left,house,same,0.4148
R3861,intact,ppa_31_left,house,diff,0.6964
R3861,intact,ppa_31_right,face,same,0.07349
R3861,intact,ppa_31_right,face,diff,0.2846
R3861,intact,ppa_31_right,house,same,0.4138
R3861,intact,ppa_31_right,house,diff,0.8268
R3861,intact,ppa_38_bilat,face,same,0.1195
R3861,intact,ppa_38_bilat,face,diff,0.3173
R3861,intact,ppa_38_bilat,house,same,0.5314
R3861,intact,ppa_38_bilat,house,diff,0.9178
R3861,intact,ppa_38_left,face,same,0.1507
R3861,intact,ppa_38_left,face,diff,0.3298
R3861,intact,ppa_38_left,house,same,0.5297
R3861,intact,ppa_38_left,house,diff,0.8494
R3861,intact,ppa_38_right,face,same,0.09157
R3861,intact,ppa_38_right,face,diff,0.3062
R3861,intact,ppa_38_right,house,same,0.533
R3861,intact,ppa_38_right,house,diff,0.9791
R3861,intact,ppa_left_100,face,same,-0.001507
R3861,intact,ppa_left_100,face,diff,0.1951
R3861,intact,ppa_left_100,house,same,0.5575
R3861,intact,ppa_left_100,house,diff,0.9683
R3861,intact,ppa_left_150,face,same,0.0208
R3861,intact,ppa_left_150,face,diff,0.2188
R3861,intact,ppa_left_150,house,same,0.5214
R3861,intact,ppa_left_150,house,diff,0.9152
R3861,intact,ppa_left_23,face,same,0.004608
R3861,intact,ppa_left_23,face,diff,0.199
R3861,intact,ppa_left_23,house,same,0.3201
R3861,intact,ppa_left_23,house,diff,0.621
R3861,intact,ppa_left_31,face,same,0.02968
R3861,intact,ppa_left_31,face,diff,0.2259
R3861,intact,ppa_left_31,house,same,0.385
R3861,intact,ppa_left_31,house,diff,0.7051
R3861,intact,ppa_left_50,face,same,-0.08917
R3861,intact,ppa_left_50,face,diff,0.1257
R3861,intact,ppa_left_50,house,same,0.5912
R3861,intact,ppa_left_50,house,diff,1.056
R3861,intact,ppa_right_100,face,same,0.008148
R3861,intact,ppa_right_100,face,diff,0.2659
R3861,intact,ppa_right_100,house,same,0.6695
R3861,intact,ppa_right_100,house,diff,1.162
R3861,intact,ppa_right_150,face,same,0.03186
R3861,intact,ppa_right_150,face,diff,0.2927
R3861,intact,ppa_right_150,house,same,0.6415
R3861,intact,ppa_right_150,house,diff,1.127
R3861,intact,ppa_right_23,face,same,0.02224
R3861,intact,ppa_right_23,face,diff,0.2709
R3861,intact,ppa_right_23,house,same,0.3336
R3861,intact,ppa_right_23,house,diff,0.7412
R3861,intact,ppa_right_31,face,same,0.03751
R3861,intact,ppa_right_31,face,diff,0.2835
R3861,intact,ppa_right_31,house,same,0.4214
R3861,intact,ppa_right_31,house,diff,0.8416
R3861,intact,ppa_right_50,face,same,-0.04646
R3861,intact,ppa_right_50,face,diff,0.2133
R3861,intact,ppa_right_50,house,same,0.679
R3861,intact,ppa_right_50,house,diff,1.162
R3861,intact,psts_24_bilat,face,same,0.2524
R3861,intact,psts_24_bilat,face,diff,0.2574
R3861,intact,psts_24_bilat,house,same,-0.08017
R3861,intact,psts_24_bilat,house,diff,0.08143
R3861,intact,psts_left_100,face,same,0.3315
R3861,intact,psts_left_100,face,diff,0.3652
R3861,intact,psts_left_100,house,same,-0.02877
R3861,intact,psts_left_100,house,diff,0.03337
R3861,intact,psts_right_100,face,same,0.6505
R3861,intact,psts_right_100,face,diff,0.7464
R3861,intact,psts_right_100,house,same,0.2519
R3861,intact,psts_right_100,house,diff,0.4464
R3861,intact,rsc_24_bilat,face,same,-0.3909
R3861,intact,rsc_24_bilat,face,diff,-0.1056
R3861,intact,rsc_24_bilat,house,same,-0.2065
R3861,intact,rsc_24_bilat,house,diff,0.1376
R3861,intact,ventral_stream,face,same,0.1351
R3861,intact,ventral_stream,face,diff,0.2844
R3861,intact,ventral_stream,house,same,0.1446
R3861,intact,ventral_stream,house,diff,0.3734
R3861,intact,ventral_stream_sub_V1V4,face,same,0.0909
R3861,intact,ventral_stream_sub_V1V4,face,diff,0.2419
R3861,intact,ventral_stream_sub_V1V4,house,same,0.111
R3861,intact,ventral_stream_sub_V1V4,house,diff,0.3258
R3922,global,IPS0,face,same,0.1239
R3922,global,IPS0,face,diff,0.1361
R3922,global,IPS0,house,same,0.21
R3922,global,IPS0,house,diff,0.005975
R3922,global,IPS1,face,same,0.07479
R3922,global,IPS1,face,diff,0.09928
R3922,global,IPS1,house,same,0.3066
R3922,global,IPS1,house,diff,0.06344
R3922,global,IPS2,face,same,-0.1361
R3922,global,IPS2,face,diff,-0.09171
R3922,global,IPS2,house,same,0.1364
R3922,global,IPS2,house,diff,-0.1372
R3922,global,IPS3,face,same,-0.2167
R3922,global,IPS3,face,diff,-0.2512
R3922,global,IPS3,house,same,-0.03986
R3922,global,IPS3,house,diff,-0.215
R3922,global,IPS4,face,same,-0.2447
R3922,global,IPS4,face,diff,-0.2807
R3922,global,IPS4,house,same,-0.06425
R3922,global,IPS4,house,diff,-0.2477
R3922,global,IPS5,face,same,-0.2342
R3922,global,IPS5,face,diff,-0.3269
R3922,global,IPS5,house,same,-0.06206
R3922,global,IPS5,house,diff,-0.2422
R3922,global,LO1,face,same,0.4654
R3922,global,LO1,face,diff,0.5911
R3922,global,LO1,house,same,0.4856
R3922,global,LO1,house,diff,0.3735
R3922,global,LO2,face,same,0.1552
R3922,global,LO2,face,diff,0.2142
R3922,global,LO2,house,same,0.214
R3922,global,LO2,house,diff,0.03605
R3922,global,MST,face,same,0.5392
R3922,global,MST,face,diff,0.5113
R3922,global,MST,house,same,0.5252
R3922,global,MST,house,diff,0.3698
R3922,global,PHC1,face,same,0.2885
R3922,global,PHC1,face,diff,0.2605
R3922,global,PHC1,house,same,0.3494
R3922,global,PHC1,house,diff,0.3508
R3922,global,PHC2,face,same,0.07636
R3922,global,PHC2,face,diff,0.05708
R3922,global,PHC2,house,same,0.06827
R3922,global,PHC2,house,diff,0.1067
R3922,global,SPL1,face,same,-0.2931
R3922,global,SPL1,face,diff,-0.2891
R3922,global,SPL1,house,same,-0.04385
R3922,global,SPL1,house,diff,-0.2581
R3922,global,V1,face,same,0.6499
R3922,global,V1,face,diff,0.6097
R3922,global,V1,house,same,0.901
R3922,global,V1,house,diff,0.8756
R3922,global,V1-V3,face,same,0.7889
R3922,global,V1-V3,face,diff,0.8135
R3922,global,V1-V3,house,same,0.9845
R3922,global,V1-V3,house,diff,0.9383
R3922,global,V1-V4,face,same,0.7845
R3922,global,V1-V4,face,diff,0.8113
R3922,global,V1-V4,house,same,0.9754
R3922,global,V1-V4,house,diff,0.9334
R3922,global,V1d,face,same,0.584
R3922,global,V1d,face,diff,0.6129
R3922,global,V1d,house,same,0.7538
R3922,global,V1d,house,diff,0.7322
R3922,global,V1v,face,same,0.7185
R3922,global,V1v,face,diff,0.6159
R3922,global,V1v,house,same,1.047
R3922,global,V1v,house,diff,1.029
R3922,global,V2,face,same,0.6531
R3922,global,V2,face,diff,0.6699
R3922,global,V2,house,same,0.8615
R3922,global,V2,house,diff,0.7661
R3922,global,V2d,face,same,0.536
R3922,global,V2d,face,diff,0.7008
R3922,global,V2d,house,same,0.67
R3922,global,V2d,house,diff,0.5948
R3922,global,V2v,face,same,0.7675
R3922,global,V2v,face,diff,0.6396
R3922,global,V2v,house,same,1.048
R3922,global,V2v,house,diff,0.9335
R3922,global,V3,face,same,0.7335
R3922,global,V3,face,diff,0.8245
R3922,global,V3,house,same,0.7756
R3922,global,V3,house,diff,0.749
R3922,global,V3a,face,same,0.6689
R3922,global,V3a,face,diff,0.7542
R3922,global,V3a,house,same,0.5236
R3922,global,V3a,house,diff,0.5199
R3922,global,V3b,face,same,0.8014
R3922,global,V3b,face,diff,0.8834
R3922,global,V3b,house,same,0.7563
R3922,global,V3b,house,diff,0.676
R3922,global,V3d,face,same,0.8675
R3922,global,V3d,face,diff,1.095
R3922,global,V3d,house,same,0.8304
R3922,global,V3d,house,diff,0.8044
